alpha,cl,cd
-180.0,0.0,0.001
-179.24928571428572,0.05654360518999044,0.001
-179.2292857142857,0.05805000000000048,0.001
-179.14285714285714,0.06455977757182617,0.001
-179.1307142857143,0.06547437442075862,0.001
-179.12785714285712,0.06568957367933424,0.001
-178.49857142857144,0.11308721037998112,0.001
-178.45857142857145,0.11609999999999907,0.001
-178.2857142857143,0.1291195551436504,0.001
-178.26142857142855,0.13094874884152172,0.001
-178.2557142857143,0.13137914735866438,0.001
-177.74785714285716,0.16963081556997156,0.001
-177.68785714285715,0.17414999999999956,0.001
-177.42857142857142,0.19367933271547869,0.001
-177.39214285714286,0.19642312326228034,0.001
-177.38357142857143,0.1970687210379986,0.001
-176.99714285714285,0.2261744207599642,0.001
-176.91714285714286,0.23220000000000007,0.001
-176.57142857142856,0.25823911028730484,0.001
-176.52285714285713,0.26189749768304105,0.001
-176.51142857142855,0.2627582947173328,0.001
-176.24642857142857,0.2827180259499546,0.001
-176.14642857142857,0.2902500000000005,0.001
-175.71428571428572,0.32279888785912897,0.001
-175.65357142857144,0.3273718721037998,0.001
-175.6392857142857,0.32844786839666507,0.001
-175.49571428571429,0.33926163113994523,0.001
-175.3757142857143,0.3482999999999991,0.001
-174.85714285714286,0.3873586654309552,0.001
-174.78428571428572,0.3928462465245606,0.001
-174.76714285714286,0.3941374420759972,0.001
-174.745,0.39580523632993575,0.001
-174.60500000000002,0.4063499999999996,0.001
-174.00000000000003,0.4519184430027776,0.0013473515343311196
-173.9942857142857,0.45234884151992666,0.0013506323044310867
-173.915,0.4583206209453195,0.001396152989567745
-173.895,0.45982701575532736,0.0014076356849175237
-173.8342857142857,0.46440000000000015,0.001442493867229399
-173.24357142857144,0.5088924467099147,0.004966848005819384
-173.14285714285714,0.5164782205746057,0.00556773547080282
-173.06357142857144,0.5224499999999987,0.006040774538981119
-173.0457142857143,0.5237949953660781,0.006159590777484186
-173.02285714285713,0.5255165894346616,0.006311675562768278
-172.49285714285713,0.5654360518999074,0.009838141521540118
-172.29285714285714,0.5804999999999992,0.011168883392774696
-172.28571428571428,0.5810379981464319,0.01122128599263059
-172.17642857142854,0.5892693697868411,0.01202304577042481
-172.1507142857143,0.5912061631139938,0.01221169512990557
-171.74214285714285,0.6219796570898979,0.01520912384165867
-171.52214285714285,0.6385499999999997,0.016823123917218
-171.42857142857144,0.6455977757182558,0.017572980113956516
