alpha,cl,cd
-180.0,0.0,0.001
-179.24928571428572,0.05018288288288191,0.001
-179.2292857142857,0.05151981981981951,0.001
-179.14285714285714,0.057297297297296816,0.001
-179.1307142857143,0.058109009009006965,0.001
-179.12785714285712,0.0583000000000005,0.001
-178.49857142857144,0.10036576576576532,0.001
-178.45857142857145,0.10303963963963872,0.001
-178.2857142857143,0.11459459459459376,0.001
-178.26142857142855,0.1162180180180198,0.001
-178.2557142857143,0.11659999999999927,0.001
-177.74785714285716,0.1505486486486478,0.001
-177.68785714285715,0.15455945945945873,0.001
-177.42857142857142,0.17189189189189255,0.001
-177.39214285714286,0.1743270270270268,0.001
-177.38357142857143,0.17489999999999978,0.001
-176.99714285714285,0.20073153153153164,0.001
-176.91714285714286,0.20607927927927827,0.001
-176.57142857142856,0.2291891891891894,0.001
-176.52285714285713,0.2324360360360357,0.001
-176.51142857142855,0.2332000000000003,0.001
-176.24642857142857,0.25091441441441414,0.001
-176.14642857142857,0.2575990990990986,0.001
-175.71428571428572,0.28648648648648606,0.001
-175.65357142857144,0.2905450450450445,0.001
-175.6392857142857,0.2915000000000008,0.001
-175.49571428571429,0.3010972972972974,0.001
-175.3757142857143,0.30911891891891735,0.001
-174.85714285714286,0.34378378378378316,0.001
-174.78428571428572,0.3486540540540536,0.001
-174.76714285714286,0.34979999999999956,0.001
-174.745,0.3512801801801795,0.001
-174.60500000000002,0.3606387387387373,0.001
-174.00000000000003,0.40108108108107976,0.001
-173.9942857142857,0.4014630630630649,0.001
-173.915,0.40676306306306426,0.001
-173.895,0.4081,0.001
-173.8342857142857,0.41215855855856026,0.001
-173.24357142857144,0.4516459459459452,0.001
-173.14285714285714,0.45837837837837875,0.001
-173.06357142857144,0.46367837837837794,0.001
-173.0457142857143,0.4648720720720714,0.001
-173.02285714285713,0.4664000000000006,0.001
-172.49285714285713,0.5018288288288292,0.0029216171808800354
-172.29285714285714,0.5151981981981977,0.0036467557397026474
-172.28571428571428,0.5156756756756757,0.0036726535453749207
-172.17642857142854,0.5229810810810823,0.004068889972160223
-172.1507142857143,0.5246999999999994,0.004162122072580179
-171.74214285714285,0.552011711711712,0.00723729658828366
-171.52214285714285,0.5667180180180186,0.00889315978904704
-171.42857142857144,0.5729729729729722,0.009597439267293655
-171.30714285714285,0.581090090090091,0.01051138973524765
-171.27857142857144,0.5829999999999999,0.010726436904177825
-170.99142857142854,0.6021945945945968,0.013107788726094308
-170.75142857142856,0.6182378378378386,0.01509817233844198
-170.57142857142858,0.6302702702702694,0.016590960047702673
-170.43785714285715,0.6391990990990981,0.01769870330814626
-170.40642857142856,0.6413000000000003,0.01795934878119198
-170.2407142857143,0.6523774774774768,0.019459434254537812
-169.9807142857143,0.6697576576576562,0.021813016635132233
-169.71428571428572,0.6875675675675661,0.024224791986675553
-169.56857142857143,0.697308108108107,0.02554383266151428
-169.5342857142857,0.6996000000000008,0.025854195173241296
-169.48999999999998,0.7025603603603607,0.026288322562914638
-169.21,0.7212774774774764,0.02903312799439791
-168.85714285714286,0.7448648648648647,0.03249214300244098
-168.6992857142857,0.7554171171171179,0.034039597084986654
-168.66214285714287,0.7578999999999997,0.03440370392793838
-168.0,0.8021621621621619,0.04138565843965101
-167.82999999999998,0.8135261261261267,0.04317822065517175
-167.79,0.8162,0.04360000000000004
-163.81214285714285,0.7325575758830816,0.09598285892084485
-163.55214285714288,0.7270905544468177,0.09940669814641223
-162.42857142857144,0.7034652118115307,0.11420257479975923
-162.27071428571426,0.7001459487966548,0.11628133432956882
-162.23357142857142,0.6993649457343316,0.11677045421893542
-158.1342857142857,0.6734768705644524,0.18779705423776022
-157.8942857142857,0.6719612069894254,0.19195543332929638
-156.85714285714286,0.6654113751116307,0.20992557154629096
-156.71142857142857,0.6644911507982215,0.21245030170900936
-156.67714285714285,0.6642746274303605,0.21304435586494308
-152.45642857142857,0.6569586637704623,0.300999469933813
-152.23642857142858,0.656577327367137,0.30558403164192127
-151.2857142857143,0.6549294093384818,0.3253958875948175
-151.15214285714285,0.6546978836650342,0.3281793714890267
-151.12071428571429,0.6546434070359878,0.32883430887589915
-146.77857142857144,0.6504491631144467,0.4312001398703223
-146.57857142857145,0.6502559753700756,0.43591513126338644
-145.71428571428572,0.6494211283319008,0.45629062978341506
-145.59285714285713,0.6493038357728184,0.45915330312920477
-145.56428571428572,0.6492762375236225,0.45982687332821354
